user_id,student_id,department_id,entry_year,grade,is_poor
00000000-0000-0000-0000-000000000415,R11105001,1050,111,4,f
00000000-0000-0000-0000-000000000354,R12404001,4040,112,3,f
00000000-0000-0000-0000-000000000173,R12302002,3021,112,3,f
00000000-0000-0000-0000-000000000626,R12701001,7011,112,3,f
00000000-0000-0000-0000-000000000176,B12H04001,H040,112,3,f
00000000-0000-0000-0000-000000000284,B14302001,3023,114,1,f
00000000-0000-0000-0000-000000000318,R13401001,4010,113,2,f
00000000-0000-0000-0000-000000000234,R11601001,6010,111,4,f
00000000-0000-0000-0000-000000000157,B10603001,6030,110,5,f
00000000-0000-0000-0000-000000000414,R14109001,1090,114,1,f
00000000-0000-0000-0000-000000000323,R11103001,1030,111,4,f
00000000-0000-0000-0000-000000000202,B12605002,6050,112,3,f
00000000-0000-0000-0000-000000000492,R12106001,1060,112,3,f
00000000-0000-0000-0000-000000000329,R11B0A001,B0A0,111,4,f
00000000-0000-0000-0000-000000000534,R13615001,6150,113,2,f
00000000-0000-0000-0000-000000000530,R12B0A001,B0A0,112,3,f
00000000-0000-0000-0000-000000000132,R11A01002,A012,111,4,f
00000000-0000-0000-0000-000000000472,R14A01002,A011,114,1,f
00000000-0000-0000-0000-000000000428,B13402001,4020,113,2,f
00000000-0000-0000-0000-000000000185,R11A01003,A013,111,4,f
00000000-0000-0000-0000-000000000201,R11102001,1020,111,4,f
00000000-0000-0000-0000-000000000209,R13A01001,A013,113,2,f
00000000-0000-0000-0000-000000000358,R14201001,2010,114,1,f
00000000-0000-0000-0000-000000000198,B13303001,3030,113,2,f
00000000-0000-0000-0000-000000000214,R1260A001,60A0,112,3,f
00000000-0000-0000-0000-000000000207,B14A01003,A011,114,1,f
00000000-0000-0000-0000-000000000253,R14A01004,A012,114,1,f
00000000-0000-0000-0000-000000000445,B12H05001,H050,112,3,f
00000000-0000-0000-0000-000000000229,R14204002,2040,114,1,f
00000000-0000-0000-0000-000000000256,R10902001,9020,110,5,f
00000000-0000-0000-0000-000000000589,B14H05001,H050,114,1,f
00000000-0000-0000-0000-000000000172,B13701001,7011,113,2,f
00000000-0000-0000-0000-000000000238,R12501001,5010,112,3,f
00000000-0000-0000-0000-000000000474,R11703001,7030,111,4,f
00000000-0000-0000-0000-000000000265,R14508001,5080,114,1,f
00000000-0000-0000-0000-000000000262,R10H06001,H060,110,5,f
00000000-0000-0000-0000-000000000528,R11O01001,O010,111,4,f
00000000-0000-0000-0000-000000000484,B11704001,7040,111,4,f
00000000-0000-0000-0000-000000000371,R12706001,7060,112,3,f
00000000-0000-0000-0000-000000000179,R13203001,2030,113,2,f
00000000-0000-0000-0000-000000000432,R12B02001,B020,112,3,f
00000000-0000-0000-0000-000000000226,B11B0A002,B0A0,111,4,f
00000000-0000-0000-0000-000000000471,R11401001,4010,111,4,f
00000000-0000-0000-0000-000000000552,R11705002,7050,111,4,f
00000000-0000-0000-0000-000000000560,R12203001,2030,112,3,f
00000000-0000-0000-0000-000000000326,B14H06002,H060,114,1,f
00000000-0000-0000-0000-000000000523,B11505001,5050,111,4,f
00000000-0000-0000-0000-000000000612,R14B02001,B020,114,1,f
00000000-0000-0000-0000-000000000133,R11104001,1040,111,4,f
00000000-0000-0000-0000-000000000568,B13302003,3022,113,2,f
00000000-0000-0000-0000-000000000150,B10605001,6050,110,5,f
00000000-0000-0000-0000-000000000457,B11901001,9010,111,4,f
00000000-0000-0000-0000-000000000461,R13704001,7040,113,2,f
00000000-0000-0000-0000-000000000363,B14207001,2070,114,1,f
00000000-0000-0000-0000-000000000592,B13701002,7011,113,2,f
00000000-0000-0000-0000-000000000170,B12508001,5080,112,3,f
00000000-0000-0000-0000-000000000324,B1240A001,40A0,112,3,f
00000000-0000-0000-0000-000000000178,R14302002,3021,114,1,f
00000000-0000-0000-0000-000000000499,R14615001,6150,114,1,f
00000000-0000-0000-0000-000000000487,R11601002,6010,111,4,f
00000000-0000-0000-0000-000000000546,B12509001,5090,112,3,f
00000000-0000-0000-0000-000000000401,B11Z01001,Z010,111,4,f
00000000-0000-0000-0000-000000000147,R11607001,6070,111,4,f
00000000-0000-0000-0000-000000000183,R13608001,6080,113,2,f
00000000-0000-0000-0000-000000000504,R12403002,4030,112,3,f
00000000-0000-0000-0000-000000000188,R12A01002,A011,112,3,f
00000000-0000-0000-0000-000000000254,B11508002,5080,111,4,f
00000000-0000-0000-0000-000000000313,B13207001,2070,113,2,f
00000000-0000-0000-0000-000000000153,R10202001,2020,110,5,f
00000000-0000-0000-0000-000000000540,R14207002,2070,114,1,f
00000000-0000-0000-0000-000000000194,R12207001,2070,112,3,f
00000000-0000-0000-0000-000000000581,R13509001,5090,113,2,f
00000000-0000-0000-0000-000000000376,B14501001,5010,114,1,f
00000000-0000-0000-0000-000000000261,B13B02001,B020,113,2,f
00000000-0000-0000-0000-000000000349,B11801001,8010,111,4,f
00000000-0000-0000-0000-000000000345,B13403001,4030,113,2,f
00000000-0000-0000-0000-000000000617,R13H04001,H040,113,2,f
00000000-0000-0000-0000-000000000458,R11202001,2020,111,4,f
00000000-0000-0000-0000-000000000152,B11406001,4060,111,4,f
00000000-0000-0000-0000-000000000279,R11902001,9020,111,4,f
00000000-0000-0000-0000-000000000586,R14607001,6070,114,1,f
00000000-0000-0000-0000-000000000162,R12607001,6070,112,3,f
00000000-0000-0000-0000-000000000464,B13408002,4081,113,2,f
00000000-0000-0000-0000-000000000343,R12505001,5050,112,3,f
00000000-0000-0000-0000-000000000556,R14704001,7040,114,1,f
00000000-0000-0000-0000-000000000307,B13408003,4080,113,2,f
00000000-0000-0000-0000-000000000395,B11A01004,A012,111,4,f
00000000-0000-0000-0000-000000000314,B12104001,1040,112,3,f
00000000-0000-0000-0000-000000000478,B14504001,5040,114,1,f
00000000-0000-0000-0000-000000000503,R14204003,2040,114,1,f
00000000-0000-0000-0000-000000000353,B14408001,4080,114,1,f
00000000-0000-0000-0000-000000000611,R13408004,4081,113,2,f
00000000-0000-0000-0000-000000000357,B12O02001,O020,112,3,f
00000000-0000-0000-0000-000000000500,R14H05002,H050,114,1,f
00000000-0000-0000-0000-000000000585,R13702001,7020,113,2,f
00000000-0000-0000-0000-000000000598,B13A01002,A011,113,2,f
00000000-0000-0000-0000-000000000575,R13505001,5050,113,2,f
00000000-0000-0000-0000-000000000548,R12101002,1010,112,3,f
00000000-0000-0000-0000-000000000486,B10702001,7020,110,5,f
00000000-0000-0000-0000-000000000276,B12606002,6060,112,3,f
00000000-0000-0000-0000-000000000197,R11302002,3023,111,4,f
00000000-0000-0000-0000-000000000572,B12611001,6110,112,3,f
00000000-0000-0000-0000-000000000423,B12208001,2080,112,3,f
00000000-0000-0000-0000-000000000431,B12H06001,H060,112,3,f
00000000-0000-0000-0000-000000000420,B11403001,4031,111,4,f
00000000-0000-0000-0000-000000000245,B1260A002,60A0,112,3,f
00000000-0000-0000-0000-000000000309,R11103002,1030,111,4,f
00000000-0000-0000-0000-000000000442,B13412001,4120,113,2,f
00000000-0000-0000-0000-000000000485,R13101001,1011,113,2,f
00000000-0000-0000-0000-000000000187,R13208001,2080,113,2,f
00000000-0000-0000-0000-000000000210,R12902001,9020,112,3,f
00000000-0000-0000-0000-000000000577,B14704002,7040,114,1,f
00000000-0000-0000-0000-000000000199,B14902001,9020,114,1,f
00000000-0000-0000-0000-000000000386,B1250A001,50A0,112,3,f
00000000-0000-0000-0000-000000000536,R13613001,6130,113,2,f
00000000-0000-0000-0000-000000000482,R12A01003,A013,112,3,f
00000000-0000-0000-0000-000000000251,R12504001,5040,112,3,f
00000000-0000-0000-0000-000000000163,R11B01001,B010,111,4,f
00000000-0000-0000-0000-000000000278,R13505002,5050,113,2,f
00000000-0000-0000-0000-000000000451,B13705002,7050,113,2,f
00000000-0000-0000-0000-000000000200,B14H06003,H060,114,1,f
00000000-0000-0000-0000-000000000292,R14302003,3020,114,1,f
00000000-0000-0000-0000-000000000383,B14406001,4060,114,1,f
00000000-0000-0000-0000-000000000367,R11209001,2090,111,4,f
00000000-0000-0000-0000-000000000537,R14704003,7040,114,1,f
00000000-0000-0000-0000-000000000532,R11412001,4120,111,4,f
00000000-0000-0000-0000-000000000606,B11204001,2040,111,4,f
00000000-0000-0000-0000-000000000596,B12609001,6090,112,3,f
00000000-0000-0000-0000-000000000512,B11701001,7011,111,4,f
00000000-0000-0000-0000-000000000460,R14408002,4080,114,1,f
00000000-0000-0000-0000-000000000412,B11A01005,A012,111,4,f
00000000-0000-0000-0000-000000000507,B11A01006,A013,111,4,f
00000000-0000-0000-0000-000000000331,B11101002,1010,111,4,f
00000000-0000-0000-0000-000000000362,R14101001,1010,114,1,f
00000000-0000-0000-0000-000000000350,B14305002,3050,114,1,f
00000000-0000-0000-0000-000000000299,B11302003,3022,111,4,f
00000000-0000-0000-0000-000000000268,R10609001,6090,110,5,f
00000000-0000-0000-0000-000000000603,B13502001,5020,113,2,f
00000000-0000-0000-0000-000000000392,R13101002,1010,113,2,f
00000000-0000-0000-0000-000000000328,R12801001,8010,112,3,f
00000000-0000-0000-0000-000000000422,B13305001,3050,113,2,f
00000000-0000-0000-0000-000000000248,R12701002,7011,112,3,f
00000000-0000-0000-0000-000000000542,B14705001,7050,114,1,f
00000000-0000-0000-0000-000000000164,R11509001,5090,111,4,f
00000000-0000-0000-0000-000000000266,B11403002,4030,111,4,f
00000000-0000-0000-0000-000000000208,R14302004,3020,114,1,f
00000000-0000-0000-0000-000000000348,B13615002,6150,113,2,f
00000000-0000-0000-0000-000000000549,B13A01003,A012,113,2,f
00000000-0000-0000-0000-000000000619,B14701002,7011,114,1,f
00000000-0000-0000-0000-000000000224,B12501002,5010,112,3,f
00000000-0000-0000-0000-000000000521,R13B02002,B020,113,2,f
00000000-0000-0000-0000-000000000204,B14408003,4080,114,1,f
00000000-0000-0000-0000-000000000533,B1430A001,30A0,114,1,f
00000000-0000-0000-0000-000000000615,B11607002,6070,111,4,f
00000000-0000-0000-0000-000000000588,B13104001,1040,113,2,f
00000000-0000-0000-0000-000000000526,R13H06001,H060,113,2,f
00000000-0000-0000-0000-000000000385,B11109002,1090,111,4,f
00000000-0000-0000-0000-000000000567,R12408001,4081,112,3,f
00000000-0000-0000-0000-000000000293,B1140A001,40A0,111,4,f
00000000-0000-0000-0000-000000000255,R13H04002,H040,113,2,f
00000000-0000-0000-0000-000000000413,R13602001,6020,113,2,f
00000000-0000-0000-0000-000000000168,R13403002,4031,113,2,f
00000000-0000-0000-0000-000000000149,R12Z01001,Z010,112,3,f
00000000-0000-0000-0000-000000000396,B12404002,4040,112,3,f
00000000-0000-0000-0000-000000000515,R13402002,4020,113,2,f
00000000-0000-0000-0000-000000000618,R13701003,7012,113,2,f
00000000-0000-0000-0000-000000000535,R13310002,3100,113,2,f
00000000-0000-0000-0000-000000000332,B14A01005,A011,114,1,f
00000000-0000-0000-0000-000000000203,B14507001,5070,114,1,f
00000000-0000-0000-0000-000000000158,B12412001,4120,112,3,f
00000000-0000-0000-0000-000000000477,R12204001,2040,112,3,f
00000000-0000-0000-0000-000000000518,R12302003,3022,112,3,f
00000000-0000-0000-0000-000000000146,R11A01007,A011,111,4,f
00000000-0000-0000-0000-000000000496,R12611002,6110,112,3,f
00000000-0000-0000-0000-000000000410,B12611003,6110,112,3,f
00000000-0000-0000-0000-000000000177,R14404002,4040,114,1,f
00000000-0000-0000-0000-000000000393,B13505003,5050,113,2,f
00000000-0000-0000-0000-000000000469,R14701003,7011,114,1,f
00000000-0000-0000-0000-000000000321,R13801001,8010,113,2,f
00000000-0000-0000-0000-000000000468,R13A01004,A013,113,2,f
00000000-0000-0000-0000-000000000403,R12103001,1030,112,3,f
00000000-0000-0000-0000-000000000590,B11204002,2040,111,4,f
00000000-0000-0000-0000-000000000249,R13B01001,B010,113,2,f
00000000-0000-0000-0000-000000000522,B12615001,6150,112,3,f
00000000-0000-0000-0000-000000000564,R12504002,5040,112,3,f
00000000-0000-0000-0000-000000000416,B13408005,4081,113,2,f
00000000-0000-0000-0000-000000000441,R13901002,9010,113,2,f
00000000-0000-0000-0000-000000000566,B12703001,7030,112,3,f
00000000-0000-0000-0000-000000000316,R13701004,7011,113,2,f
00000000-0000-0000-0000-000000000541,R1150A001,50A0,111,4,f
00000000-0000-0000-0000-000000000369,B14B01001,B010,114,1,f
00000000-0000-0000-0000-000000000389,B13H04003,H040,113,2,f
00000000-0000-0000-0000-000000000427,B11607003,6070,111,4,f
00000000-0000-0000-0000-000000000291,B14105001,1050,114,1,f
00000000-0000-0000-0000-000000000429,R12408002,4081,112,3,f
00000000-0000-0000-0000-000000000366,R12B01001,B010,112,3,f
00000000-0000-0000-0000-000000000190,R12613001,6130,112,3,f
00000000-0000-0000-0000-000000000175,B14H04003,H040,114,1,f
00000000-0000-0000-0000-000000000489,B11703002,7030,111,4,f
00000000-0000-0000-0000-000000000215,R13606001,6060,113,2,f
00000000-0000-0000-0000-000000000193,R1330A002,30A0,113,2,f
00000000-0000-0000-0000-000000000411,B14202001,2020,114,1,f
00000000-0000-0000-0000-000000000602,B11408002,4080,111,4,f
00000000-0000-0000-0000-000000000390,R11102002,1020,111,4,f
00000000-0000-0000-0000-000000000453,R11603001,6030,111,4,f
00000000-0000-0000-0000-000000000433,R11602001,6020,111,4,f
00000000-0000-0000-0000-000000000449,R12701003,7012,112,3,f
00000000-0000-0000-0000-000000000290,R12612001,6120,112,3,f
00000000-0000-0000-0000-000000000340,B11401002,4010,111,4,f
00000000-0000-0000-0000-000000000355,B12302004,3022,112,3,f
00000000-0000-0000-0000-000000000627,R11402002,4020,111,4,f
00000000-0000-0000-0000-000000000545,R11203001,2030,111,4,f
00000000-0000-0000-0000-000000000140,B14601001,6010,114,1,f
00000000-0000-0000-0000-000000000624,B13H05001,H050,113,2,f
00000000-0000-0000-0000-000000000578,R12701004,7010,112,3,f
00000000-0000-0000-0000-000000000137,B13701005,7010,113,2,f
00000000-0000-0000-0000-000000000359,B13B0A001,B0A0,113,2,f
00000000-0000-0000-0000-000000000439,R14701004,7011,114,1,f
00000000-0000-0000-0000-000000000493,R12B02002,B020,112,3,f
00000000-0000-0000-0000-000000000286,R14601002,6010,114,1,f
00000000-0000-0000-0000-000000000454,R11601003,6010,111,4,f
00000000-0000-0000-0000-000000000463,B14404003,4040,114,1,f
00000000-0000-0000-0000-000000000319,B12501003,5010,112,3,f
00000000-0000-0000-0000-000000000531,R14102001,1020,114,1,f
00000000-0000-0000-0000-000000000220,B12404003,4040,112,3,f
00000000-0000-0000-0000-000000000620,R12101003,1011,112,3,f
00000000-0000-0000-0000-000000000143,R11607004,6070,111,4,f
00000000-0000-0000-0000-000000000417,R13102001,1020,113,2,f
00000000-0000-0000-0000-000000000189,R14601003,6010,114,1,f
00000000-0000-0000-0000-000000000570,B12302005,3021,112,3,f
00000000-0000-0000-0000-000000000601,R11104002,1040,111,4,f
00000000-0000-0000-0000-000000000446,B11408003,4081,111,4,f
00000000-0000-0000-0000-000000000247,B13608002,6080,113,2,f
00000000-0000-0000-0000-000000000337,R13505004,5050,113,2,f
00000000-0000-0000-0000-000000000260,R13408006,4080,113,2,f
00000000-0000-0000-0000-000000000296,B10208001,2080,110,5,f
00000000-0000-0000-0000-000000000181,R12303001,3030,112,3,f
00000000-0000-0000-0000-000000000160,R14305003,3050,114,1,f
00000000-0000-0000-0000-000000000308,R1230A001,30A0,112,3,f
00000000-0000-0000-0000-000000000148,B11504001,5040,111,4,f
00000000-0000-0000-0000-000000000481,B11105002,1050,111,4,f
00000000-0000-0000-0000-000000000217,B13408007,4081,113,2,f
00000000-0000-0000-0000-000000000510,R14104001,1040,114,1,f
00000000-0000-0000-0000-000000000182,R14612002,6120,114,1,f
00000000-0000-0000-0000-000000000516,R13A01005,A012,113,2,f
00000000-0000-0000-0000-000000000529,R12203002,2030,112,3,f
00000000-0000-0000-0000-000000000344,B13101003,1010,113,2,f
00000000-0000-0000-0000-000000000511,B13502002,5020,113,2,f
00000000-0000-0000-0000-000000000573,R12706002,7060,112,3,f
00000000-0000-0000-0000-000000000288,B13409001,4090,113,2,f
00000000-0000-0000-0000-000000000301,B13105001,1050,113,2,f
00000000-0000-0000-0000-000000000285,B13O01001,O010,113,2,f
00000000-0000-0000-0000-000000000501,B12507001,5070,112,3,f
00000000-0000-0000-0000-000000000191,R14101002,1010,114,1,f
00000000-0000-0000-0000-000000000379,R13201002,2010,113,2,f
00000000-0000-0000-0000-000000000475,R13H05002,H050,113,2,f
00000000-0000-0000-0000-000000000513,B14406002,4060,114,1,f
00000000-0000-0000-0000-000000000557,B11O01002,O010,111,4,f
00000000-0000-0000-0000-000000000609,R14107001,1070,114,1,f
00000000-0000-0000-0000-000000000243,R13408008,4080,113,2,f
00000000-0000-0000-0000-000000000447,B12203003,2030,112,3,f
00000000-0000-0000-0000-000000000192,R1140A002,40A0,111,4,f
00000000-0000-0000-0000-000000000131,R12207002,2070,112,3,f
00000000-0000-0000-0000-000000000341,R13607002,6070,113,2,f
00000000-0000-0000-0000-000000000400,R14701005,7012,114,1,f
00000000-0000-0000-0000-000000000448,R12701005,7010,112,3,f
00000000-0000-0000-0000-000000000161,R12408003,4081,112,3,f
00000000-0000-0000-0000-000000000607,B14505001,5050,114,1,f
00000000-0000-0000-0000-000000000595,R1440A001,40A0,114,1,f
00000000-0000-0000-0000-000000000205,R11202002,2020,111,4,f
00000000-0000-0000-0000-000000000424,B13303002,3030,113,2,f
00000000-0000-0000-0000-000000000174,R12B01002,B010,112,3,f
00000000-0000-0000-0000-000000000212,R12A01004,A012,112,3,f
00000000-0000-0000-0000-000000000524,B13412002,4120,113,2,f
00000000-0000-0000-0000-000000000421,R11409002,4090,111,4,f
00000000-0000-0000-0000-000000000569,R14H06004,H060,114,1,f
00000000-0000-0000-0000-000000000370,B12615002,6150,112,3,f
00000000-0000-0000-0000-000000000527,B11613001,6130,111,4,f
00000000-0000-0000-0000-000000000394,R11611003,6110,111,4,f
00000000-0000-0000-0000-000000000334,B11109003,1090,111,4,f
00000000-0000-0000-0000-000000000565,R13412003,4120,113,2,f
00000000-0000-0000-0000-000000000562,B12209001,2090,112,3,f
00000000-0000-0000-0000-000000000360,B12608001,6080,112,3,f
00000000-0000-0000-0000-000000000583,B14406003,4060,114,1,f
00000000-0000-0000-0000-000000000623,B13615003,6150,113,2,f
00000000-0000-0000-0000-000000000221,B11107001,1070,111,4,f
00000000-0000-0000-0000-000000000561,B10208002,2080,110,5,f
00000000-0000-0000-0000-000000000259,R14109002,1090,114,1,f
00000000-0000-0000-0000-000000000233,R12204002,2040,112,3,f
00000000-0000-0000-0000-000000000151,R12109002,1090,112,3,f
00000000-0000-0000-0000-000000000272,B12204003,2040,112,3,f
00000000-0000-0000-0000-000000000506,R13303003,3030,113,2,f
00000000-0000-0000-0000-000000000196,B13706001,7060,113,2,f
00000000-0000-0000-0000-000000000167,R1360A001,60A0,113,2,f
00000000-0000-0000-0000-000000000459,R14610001,6100,114,1,f
00000000-0000-0000-0000-000000000281,B12207003,2070,112,3,f
00000000-0000-0000-0000-000000000300,B13105002,1050,113,2,f
00000000-0000-0000-0000-000000000325,B1140A003,40A0,111,4,f
00000000-0000-0000-0000-000000000320,R14501002,5010,114,1,f
00000000-0000-0000-0000-000000000614,R12202001,2020,112,3,f
00000000-0000-0000-0000-000000000587,R12302006,3023,112,3,f
00000000-0000-0000-0000-000000000539,R1450A001,50A0,114,1,f
00000000-0000-0000-0000-000000000622,B13A01006,A012,113,2,f
00000000-0000-0000-0000-000000000555,R14502001,5020,114,1,f
00000000-0000-0000-0000-000000000165,R12107001,1070,112,3,f
00000000-0000-0000-0000-000000000228,R14610002,6100,114,1,f
00000000-0000-0000-0000-000000000365,R11901002,9010,111,4,f
00000000-0000-0000-0000-000000000252,R10107001,1070,110,5,f
00000000-0000-0000-0000-000000000467,B13612001,6120,113,2,f
00000000-0000-0000-0000-000000000352,B13Z01001,Z010,113,2,f
00000000-0000-0000-0000-000000000219,R12A01005,A013,112,3,f
00000000-0000-0000-0000-000000000600,R13704002,7040,113,2,f
00000000-0000-0000-0000-000000000434,B11606001,6060,111,4,f
00000000-0000-0000-0000-000000000246,R11305001,3050,111,4,f
00000000-0000-0000-0000-000000000330,R14105002,1050,114,1,f
00000000-0000-0000-0000-000000000235,B14207003,2070,114,1,f
00000000-0000-0000-0000-000000000155,R11701002,7011,111,4,f
00000000-0000-0000-0000-000000000267,R11508003,5080,111,4,f
00000000-0000-0000-0000-000000000338,R13610001,6100,113,2,f
00000000-0000-0000-0000-000000000591,R11615001,6150,111,4,f
00000000-0000-0000-0000-000000000402,R12609002,6090,112,3,f
00000000-0000-0000-0000-000000000373,R13303004,3030,113,2,f
00000000-0000-0000-0000-000000000628,B12703002,7030,112,3,f
00000000-0000-0000-0000-000000000315,R14404004,4040,114,1,f
00000000-0000-0000-0000-000000000258,R12310001,3100,112,3,f
00000000-0000-0000-0000-000000000584,R14610003,6100,114,1,f
00000000-0000-0000-0000-000000000304,B13B01002,B010,113,2,f
00000000-0000-0000-0000-000000000263,R13202001,2020,113,2,f
00000000-0000-0000-0000-000000000186,B11101003,1011,111,4,f
00000000-0000-0000-0000-000000000399,R1160A001,60A0,111,4,f
00000000-0000-0000-0000-000000000230,B14603001,6030,114,1,f
00000000-0000-0000-0000-000000000244,R13704003,7040,113,2,f
00000000-0000-0000-0000-000000000382,R14202002,2020,114,1,f
00000000-0000-0000-0000-000000000270,R10201001,2010,110,5,f
00000000-0000-0000-0000-000000000216,R11901003,9010,111,4,f
00000000-0000-0000-0000-000000000538,B10702002,7020,110,5,f
00000000-0000-0000-0000-000000000563,B14302005,3023,114,1,f
00000000-0000-0000-0000-000000000599,R10508001,5080,110,5,f
00000000-0000-0000-0000-000000000497,R12Z01002,Z010,112,3,f
00000000-0000-0000-0000-000000000625,B11612001,6120,111,4,f
00000000-0000-0000-0000-000000000166,B11104003,1040,111,4,f
00000000-0000-0000-0000-000000000302,B14403001,4030,114,1,f
00000000-0000-0000-0000-000000000508,B11101004,1010,111,4,f
00000000-0000-0000-0000-000000000579,B12602001,6020,112,3,f
00000000-0000-0000-0000-000000000184,B11701003,7012,111,4,f
00000000-0000-0000-0000-000000000444,B11701004,7012,111,4,f
00000000-0000-0000-0000-000000000339,B14504002,5040,114,1,f
00000000-0000-0000-0000-000000000409,B11607005,6070,111,4,f
00000000-0000-0000-0000-000000000517,R14302006,3023,114,1,f
00000000-0000-0000-0000-000000000277,R13615004,6150,113,2,f
00000000-0000-0000-0000-000000000440,R10613001,6130,110,5,f
00000000-0000-0000-0000-000000000142,B13601001,6010,113,2,f
00000000-0000-0000-0000-000000000306,B13302004,3023,113,2,f
00000000-0000-0000-0000-000000000462,B14102002,1020,114,1,f
00000000-0000-0000-0000-000000000404,B13612002,6120,113,2,f
00000000-0000-0000-0000-000000000397,R11412002,4120,111,4,f
00000000-0000-0000-0000-000000000593,R14302007,3022,114,1,f
00000000-0000-0000-0000-000000000239,R14201002,2010,114,1,f
00000000-0000-0000-0000-000000000222,B11104004,1040,111,4,f
00000000-0000-0000-0000-000000000213,R14402001,4020,114,1,f
00000000-0000-0000-0000-000000000211,R11612002,6120,111,4,f
00000000-0000-0000-0000-000000000250,R12704001,7040,112,3,f
00000000-0000-0000-0000-000000000342,B1430A002,30A0,114,1,f
00000000-0000-0000-0000-000000000218,B14601004,6010,114,1,f
00000000-0000-0000-0000-000000000574,B13101004,1010,113,2,f
00000000-0000-0000-0000-000000000616,B13408009,4080,113,2,f
00000000-0000-0000-0000-000000000283,B14207004,2070,114,1,f
00000000-0000-0000-0000-000000000408,R11601004,6010,111,4,f
00000000-0000-0000-0000-000000000368,B13701006,7012,113,2,f
00000000-0000-0000-0000-000000000377,B12901001,9010,112,3,f
00000000-0000-0000-0000-000000000543,R1160A002,60A0,111,4,f
00000000-0000-0000-0000-000000000372,R14A01006,A013,114,1,f
00000000-0000-0000-0000-000000000242,B12203004,2030,112,3,f
00000000-0000-0000-0000-000000000456,R14501003,5010,114,1,f
00000000-0000-0000-0000-000000000455,B12H06002,H060,112,3,f
00000000-0000-0000-0000-000000000223,B12201001,2010,112,3,f
00000000-0000-0000-0000-000000000547,R1060A001,60A0,110,5,f
00000000-0000-0000-0000-000000000287,B1440A002,40A0,114,1,f
00000000-0000-0000-0000-000000000418,R11408004,4080,111,4,f
00000000-0000-0000-0000-000000000502,R13107001,1070,113,2,f
