user_id,semester,course_id,course_name,credit,score
00000000-0000-0000-0000-000000000346,111-1,YXO42553,理論物理專題一,3,4.3
00000000-0000-0000-0000-000000000346,111-2,KTO67649,微控制器原理與應用-機電,4,3
00000000-0000-0000-0000-000000000346,111-2,AWQ30299,計量專題研究,3,3.3
00000000-0000-0000-0000-000000000346,111-2,ELW37475,再生醫學,3,3.7
00000000-0000-0000-0000-000000000346,112-1,TAT83735,臨床病毒學實習,2,0
00000000-0000-0000-0000-000000000346,112-1,AMN24931,質化研究資料分析與寫作,3,2.3
00000000-0000-0000-0000-000000000346,112-1,UKT68298,破密學專題,3,2.3
00000000-0000-0000-0000-000000000346,112-1,BJU27831,獸醫細菌學及實習,2,2.3
00000000-0000-0000-0000-000000000346,112-2,CYO63783,牙科黏著學,2,2.7
00000000-0000-0000-0000-000000000346,112-2,OIS22686,固態理論二,4,2.7
00000000-0000-0000-0000-000000000346,112-2,TPD13491,大地工程可靠度分析與設計,3,0
00000000-0000-0000-0000-000000000346,112-2,ZOS14832,當代圖書館問題,4,2.7
00000000-0000-0000-0000-000000000346,113-1,SMD56981,冷凍機設計實作二,2,4
00000000-0000-0000-0000-000000000346,113-1,ZGV23321,初階牙體復形學臨床實習,3,2.3
00000000-0000-0000-0000-000000000346,113-1,AYV63185,動物生理學,2,3
00000000-0000-0000-0000-000000000346,113-1,VTH26623,地層學,2,3.7
00000000-0000-0000-0000-000000000346,113-1,KFR68566,牙髓病學專題討論四,3,2
00000000-0000-0000-0000-000000000346,113-2,TSP75396,生物材料物性研究分析,2,4.3
00000000-0000-0000-0000-000000000346,113-2,NQH89443,果樹學實習,4,2.7
00000000-0000-0000-0000-000000000346,113-2,ALU92161,比較刑法專題研究二,3,1.7
00000000-0000-0000-0000-000000000346,113-2,EIX79119,田野工作坊,2,3.3
00000000-0000-0000-0000-000000000443,108-1,XJL34510,國際貿易專論,3,2.7
00000000-0000-0000-0000-000000000443,108-1,TOX12203,基礎組專題討論一,3,2
00000000-0000-0000-0000-000000000443,108-1,SYO73807,電子電路實驗三,2,3
00000000-0000-0000-0000-000000000443,108-1,XGQ50793,內科學及實習甲,2,3.7
00000000-0000-0000-0000-000000000443,108-2,LXS35910,環境評估理論與模型,3,3
00000000-0000-0000-0000-000000000443,108-2,LLL62573,西洋歌劇史二,3,3.3
00000000-0000-0000-0000-000000000443,108-2,KEO27222,基礎文獻評論,4,4.3
00000000-0000-0000-0000-000000000443,109-1,DSZ23306,藥理學一,4,0
00000000-0000-0000-0000-000000000443,109-1,UDP98097,身分法實例演習,4,0
00000000-0000-0000-0000-000000000443,109-1,RDB38684,醫療機構問題與決策,2,4
00000000-0000-0000-0000-000000000443,109-2,GHB25362,實證物理治療與臨床決策,3,2.3
00000000-0000-0000-0000-000000000443,109-2,FSF58827,乳牛學,2,4.3
00000000-0000-0000-0000-000000000443,109-2,ZVZ01153,計算金融,2,3.7
00000000-0000-0000-0000-000000000443,109-2,DEQ33127,小兒科學,2,2.3
00000000-0000-0000-0000-000000000443,109-2,TXI54087,進階英語一(綜合),4,3
00000000-0000-0000-0000-000000000443,110-1,UYW75352,運動與性別,3,2
00000000-0000-0000-0000-000000000443,110-1,YLB29067,細胞生物學研究法,3,2.7
00000000-0000-0000-0000-000000000443,110-1,ZKF72365,中日比較文學研究上,4,1.7
00000000-0000-0000-0000-000000000443,110-2,KGT80375,生物材料物性研究分析,4,2
00000000-0000-0000-0000-000000000443,110-2,LQN45504,服務學習三保育服務,3,4
00000000-0000-0000-0000-000000000443,110-2,ALH30305,網路與資訊安全論文研討,2,2.7
00000000-0000-0000-0000-000000000443,110-2,GHY44970,西方法治思想史,3,4.3
00000000-0000-0000-0000-000000000443,111-1,NLV70989,女偵探小說翻譯,3,4
00000000-0000-0000-0000-000000000443,111-1,OYK48374,法國現代史,4,4.3
00000000-0000-0000-0000-000000000443,111-1,REU32600,電腦輔助景觀設計,2,3.3
00000000-0000-0000-0000-000000000443,111-1,YYC95049,企業法制專題研究二,2,1.7
00000000-0000-0000-0000-000000000443,111-2,ENL93384,臨床免疫新知一,2,3.7
00000000-0000-0000-0000-000000000443,111-2,GOG30432,動物生理學特論,2,4
00000000-0000-0000-0000-000000000443,111-2,AWQ30299,計量專題研究,3,4
00000000-0000-0000-0000-000000000443,111-2,IOY15517,從現代生物學看人類行為,2,1.7
00000000-0000-0000-0000-000000000443,111-2,FGD40944,粒子物理的世界,4,2.7
00000000-0000-0000-0000-000000000443,112-1,SQZ63394,投資銀行管理,4,3.7
00000000-0000-0000-0000-000000000443,112-1,OVB19432,高等演算法,2,4.3
00000000-0000-0000-0000-000000000443,112-1,WIX13513,左傳乙下,4,2.7
00000000-0000-0000-0000-000000000443,112-2,QHG97180,進階社區護理實習(I),2,1.7
00000000-0000-0000-0000-000000000443,112-2,WBX06963,高等財政學,2,2.7
00000000-0000-0000-0000-000000000443,112-2,QAD19558,商法專題研究二,3,3.7
00000000-0000-0000-0000-000000000525,113-2,EIX79119,田野工作坊,2,3.3
00000000-0000-0000-0000-000000000443,112-2,AMJ60455,智慧車輛設計與實務一,2,2
00000000-0000-0000-0000-000000000443,112-2,MDB36418,景觀學,3,3.7
00000000-0000-0000-0000-000000000443,113-1,ODV27948,藥學教學法與實務一,2,2.7
00000000-0000-0000-0000-000000000443,113-1,PLR31692,全球衛生風險的法律治理專,4,3.3
00000000-0000-0000-0000-000000000443,113-1,PFI90476,策略顧問:方法與實務,2,3.7
00000000-0000-0000-0000-000000000443,113-1,YLR69501,口腔高等生物化學,4,1.7
00000000-0000-0000-0000-000000000443,113-2,DLZ69945,中等動力學,3,0
00000000-0000-0000-0000-000000000443,113-2,HFU89816,園產品分析與實習一,3,3
00000000-0000-0000-0000-000000000443,113-2,YDH84887,形上學,2,2.7
00000000-0000-0000-0000-000000000443,113-2,BWG68107,東亞藝術史概論,4,3
00000000-0000-0000-0000-000000000274,113-1,SGM09924,荷蘭文三上,4,1.7
00000000-0000-0000-0000-000000000274,113-1,PLR31692,全球衛生風險的法律治理專,4,2
00000000-0000-0000-0000-000000000274,113-1,VTH26623,地層學,2,3
00000000-0000-0000-0000-000000000274,113-2,ICT26208,資料結構與演算法,3,0
00000000-0000-0000-0000-000000000274,113-2,BWG68107,東亞藝術史概論,4,2
00000000-0000-0000-0000-000000000274,113-2,MHS74760,生物有機化學,4,4.3
00000000-0000-0000-0000-000000000450,113-1,PLR31692,全球衛生風險的法律治理專,4,2
00000000-0000-0000-0000-000000000450,113-1,NZI39692,法語發音與聽力訓練二,3,0
00000000-0000-0000-0000-000000000450,113-1,ZNM82111,法文法學名著選讀二,4,0
00000000-0000-0000-0000-000000000450,113-2,YLK17878,土壤化學儀器分析,3,1.7
00000000-0000-0000-0000-000000000450,113-2,IFR42688,工商心理學專題研究三,2,2
00000000-0000-0000-0000-000000000450,113-2,TSP75396,生物材料物性研究分析,2,3.3
00000000-0000-0000-0000-000000000450,113-2,ERB84523,暑期實習,3,3.3
00000000-0000-0000-0000-000000000311,108-1,UFP22983,環境生態學及實習,3,0
00000000-0000-0000-0000-000000000311,108-1,THE00235,會計實證研究一,4,4
00000000-0000-0000-0000-000000000311,108-1,DJL38607,心理學專題研究督導二,4,2
00000000-0000-0000-0000-000000000311,108-2,KTP74978,口腔癌致病機轉、診斷及治,2,3.3
00000000-0000-0000-0000-000000000311,108-2,MLY62204,科技管理,4,3
00000000-0000-0000-0000-000000000311,108-2,SPI90017,農業群教材教法,2,4
00000000-0000-0000-0000-000000000311,108-2,WEC43598,科技英文寫作與研究方法,4,0
00000000-0000-0000-0000-000000000311,109-1,YVP59048,現代散文選下,3,1.7
00000000-0000-0000-0000-000000000311,109-1,RQL95243,量化研究與統計分析,2,1.7
00000000-0000-0000-0000-000000000311,109-1,KYZ40980,俄語聽講訓練,4,4
00000000-0000-0000-0000-000000000311,109-1,ZHN92025,高分子形態學,2,2
00000000-0000-0000-0000-000000000311,109-2,FSF58827,乳牛學,2,4
00000000-0000-0000-0000-000000000311,109-2,APN11157,魚類生殖生物學,3,4.3
00000000-0000-0000-0000-000000000311,109-2,OVY22103,證券市場機制與實務,2,1.7
00000000-0000-0000-0000-000000000311,109-2,HQH95594,皮膚科臨床實習丙,4,2.3
00000000-0000-0000-0000-000000000311,110-1,HDE78908,安寧緩和護理學,4,3.3
00000000-0000-0000-0000-000000000311,110-1,PFK14230,醫療光電,2,1.7
00000000-0000-0000-0000-000000000311,110-1,KCB38568,臨床研究護理學(I),3,2
00000000-0000-0000-0000-000000000311,110-1,RJR20636,分子生物學,2,4
00000000-0000-0000-0000-000000000311,110-2,LSM42027,職能治療技術學,2,0
00000000-0000-0000-0000-000000000311,110-2,NKR22911,神經物治臨床實習研究二,3,1.7
00000000-0000-0000-0000-000000000311,110-2,HED75483,排球中級,4,3.7
00000000-0000-0000-0000-000000000311,110-2,JIX75303,微波系統導論,3,3
00000000-0000-0000-0000-000000000311,111-1,OOT83705,遙測學,4,4
00000000-0000-0000-0000-000000000311,111-1,YYC95049,企業法制專題研究二,2,2.7
00000000-0000-0000-0000-000000000311,111-1,AQJ24318,政府與企業專題,2,2.3
00000000-0000-0000-0000-000000000311,111-1,RNS33546,健康組織與管理,2,0
00000000-0000-0000-0000-000000000311,111-2,GKL91471,中國戲劇名著選讀:現代,2,0
00000000-0000-0000-0000-000000000311,111-2,HBG50747,地質調查五,2,3.7
00000000-0000-0000-0000-000000000311,111-2,UWI92423,排演三,4,3.3
00000000-0000-0000-0000-000000000311,111-2,DCO06463,海洋污染,4,0
00000000-0000-0000-0000-000000000311,112-1,UKT68298,破密學專題,3,3.7
00000000-0000-0000-0000-000000000311,112-1,IXV99410,人力資源管理研討,3,3.3
00000000-0000-0000-0000-000000000311,112-1,KFF07626,服務業行銷,2,4.3
00000000-0000-0000-0000-000000000311,112-1,BMD35968,英文法律期刊編輯,3,4.3
00000000-0000-0000-0000-000000000311,112-2,VSR69924,疾病負擔測量:從方法到應,2,4
00000000-0000-0000-0000-000000000311,112-2,MRC18208,藥物流行病學,4,4
00000000-0000-0000-0000-000000000311,112-2,NNP32142,牙科放射線學,3,0
00000000-0000-0000-0000-000000000311,112-2,MDB36418,景觀學,3,3.3
00000000-0000-0000-0000-000000000311,113-1,WNT30537,細胞生物學,2,2
00000000-0000-0000-0000-000000000311,113-1,XHL87500,消費社會學專題,3,2.7
00000000-0000-0000-0000-000000000311,113-1,XKU62391,環境風險分析與實習,4,3.7
00000000-0000-0000-0000-000000000311,113-1,COL80473,高等構造地質學,4,2.3
00000000-0000-0000-0000-000000000311,113-2,NQH89443,果樹學實習,4,3
00000000-0000-0000-0000-000000000311,113-2,CWT07184,虛擬/擴增實境在新聞與數,4,3
00000000-0000-0000-0000-000000000311,113-2,ANM91311,語言測驗概論,2,4.3
00000000-0000-0000-0000-000000000473,113-1,SMD56981,冷凍機設計實作二,2,2.3
00000000-0000-0000-0000-000000000473,113-1,QJC82941,社會組織,3,3.7
00000000-0000-0000-0000-000000000473,113-1,LVU09188,戰後臺灣歷史小說導論,4,2.3
00000000-0000-0000-0000-000000000473,113-1,MYX30626,動物資源經營學,3,3.3
00000000-0000-0000-0000-000000000473,113-2,KBJ59298,高等藥理學特論一,3,3
00000000-0000-0000-0000-000000000473,113-2,MKT02815,電腦模擬運算之藥物設計,3,0
00000000-0000-0000-0000-000000000473,113-2,ALU92161,比較刑法專題研究二,3,4
00000000-0000-0000-0000-000000000473,113-2,ANM91311,語言測驗概論,2,2.3
00000000-0000-0000-0000-000000000525,113-1,KUQ65494,真菌學,4,4
00000000-0000-0000-0000-000000000525,113-1,YLR69501,口腔高等生物化學,4,0
00000000-0000-0000-0000-000000000525,113-1,WNT30537,細胞生物學,2,3
00000000-0000-0000-0000-000000000525,113-2,MYP92123,健康政策當代議題,2,0
00000000-0000-0000-0000-000000000525,113-2,CBN20715,食品工程與食品安全,2,2
00000000-0000-0000-0000-000000000525,113-2,IPX77564,溫室氣體與動物農業,2,2.3
00000000-0000-0000-0000-000000000525,113-2,EES87340,果樹病害,2,1.7
00000000-0000-0000-0000-000000000327,111-1,OOT83705,遙測學,4,4.3
00000000-0000-0000-0000-000000000327,111-1,CIM63999,計量經濟專題,4,0
00000000-0000-0000-0000-000000000327,111-1,OYK48374,法國現代史,4,1.7
00000000-0000-0000-0000-000000000327,111-2,GNI51563,應用力學,4,1.7
00000000-0000-0000-0000-000000000327,111-2,QZS87590,電工實驗(嵌入式系統),2,3.7
00000000-0000-0000-0000-000000000327,111-2,EJV57961,防擴散國際安全與國際法專,4,3.3
00000000-0000-0000-0000-000000000327,112-1,CUU12137,社會科學計量方法專題,3,4
00000000-0000-0000-0000-000000000327,112-1,PAW36452,大尺度雲與水汽過程,4,1.7
00000000-0000-0000-0000-000000000327,112-1,MSM23580,專題討論四,4,3.3
00000000-0000-0000-0000-000000000327,112-2,EPV07120,軟體測試,4,2
00000000-0000-0000-0000-000000000327,112-2,QLL58988,企業管理,3,0
00000000-0000-0000-0000-000000000327,112-2,TOC91566,西班牙流行文化,3,3.3
00000000-0000-0000-0000-000000000327,113-1,MYP23388,交換電路與邏輯設計,4,3.3
00000000-0000-0000-0000-000000000327,113-1,PAE65521,醫用輻射物理,4,2.3
00000000-0000-0000-0000-000000000327,113-1,ZNM82111,法文法學名著選讀二,4,4.3
00000000-0000-0000-0000-000000000327,113-2,XKM19055,二十世紀藝術一,3,1.7
00000000-0000-0000-0000-000000000327,113-2,BWG68107,東亞藝術史概論,4,2
00000000-0000-0000-0000-000000000327,113-2,NBG58303,生理疾病職能治療實習,4,4.3
00000000-0000-0000-0000-000000000437,107-1,CNQ36368,隨機過程,2,2.7
00000000-0000-0000-0000-000000000437,107-1,EHE59113,翻譯與外語教學,4,3.7
00000000-0000-0000-0000-000000000437,107-1,TSW59597,韓文二上,3,2.7
00000000-0000-0000-0000-000000000437,107-1,AFH59942,法醫學實務實習課程,4,3.3
00000000-0000-0000-0000-000000000437,107-2,ABX58121,社會科學研究方法,2,0
00000000-0000-0000-0000-000000000437,107-2,KEI28707,景觀描繪及實習,2,2
00000000-0000-0000-0000-000000000437,107-2,DUC13848,線蟲學與實驗,2,2.7
00000000-0000-0000-0000-000000000437,107-2,NGM07850,牙科材料學專題討論二,2,4.3
00000000-0000-0000-0000-000000000437,107-2,MUI74141,傳染流行病學特論,4,3.7
00000000-0000-0000-0000-000000000437,108-1,CRV54262,生態學,4,2.7
00000000-0000-0000-0000-000000000437,108-1,SYO73807,電子電路實驗三,2,3.3
00000000-0000-0000-0000-000000000437,108-1,XIG97746,行動媒體設計,3,2
00000000-0000-0000-0000-000000000437,108-1,JMP04910,智慧聯網專題,2,2
00000000-0000-0000-0000-000000000437,108-2,AFJ01845,契約法專題研究一,3,3.3
00000000-0000-0000-0000-000000000437,108-2,UUP86577,熱處理與表面改質,3,4.3
00000000-0000-0000-0000-000000000437,108-2,DGS26934,生物複合材料力學,4,4
00000000-0000-0000-0000-000000000437,109-1,PWN50418,波浪力學,3,3.3
00000000-0000-0000-0000-000000000437,109-1,MYU09836,數位通信系統,4,4.3
00000000-0000-0000-0000-000000000437,109-1,BMG36458,應用總體與財務計量方法,2,1.7
00000000-0000-0000-0000-000000000437,109-1,KYZ40980,俄語聽講訓練,4,3
00000000-0000-0000-0000-000000000437,109-2,OVY22103,證券市場機制與實務,2,2.3
00000000-0000-0000-0000-000000000437,109-2,VWD70597,醫學工程導論,2,4.3
00000000-0000-0000-0000-000000000437,109-2,CCZ70513,都市文化導論,4,4.3
00000000-0000-0000-0000-000000000437,109-2,IHY81039,基礎神經科學概論,4,1.7
00000000-0000-0000-0000-000000000437,110-1,ZLK00609,軟體工程設計,3,2.7
00000000-0000-0000-0000-000000000437,110-1,RGS44914,自由選擇環境學習,3,2.3
00000000-0000-0000-0000-000000000437,110-1,YLB29067,細胞生物學研究法,3,3.7
00000000-0000-0000-0000-000000000437,110-1,DMD79098,日本近代歷史人物,4,3.7
00000000-0000-0000-0000-000000000437,110-2,OPL98161,臨床細菌及黴菌學實習,4,4
00000000-0000-0000-0000-000000000437,110-2,HED75483,排球中級,4,3.3
00000000-0000-0000-0000-000000000437,110-2,YGA15890,高級口腔藥理學特論(二),3,1.7
00000000-0000-0000-0000-000000000437,111-1,EHK42208,健康城市與疾病書寫,2,2.3
00000000-0000-0000-0000-000000000437,111-1,RII82465,細胞代謝與修復機轉,4,3.3
00000000-0000-0000-0000-000000000437,111-1,BQS14076,小兒物治臨床專題研究一,2,3.7
00000000-0000-0000-0000-000000000437,111-1,WUG94503,兩岸經濟發展專題,2,2.7
00000000-0000-0000-0000-000000000437,111-2,UHM43499,物理因子治療學實習一,2,3.3
00000000-0000-0000-0000-000000000437,111-2,CJY80274,林木分子育種學,4,4
00000000-0000-0000-0000-000000000437,111-2,BRR86520,地質微生物學書報討論,3,4
00000000-0000-0000-0000-000000000437,111-2,FRF26812,嵌入式作業系統實作,2,4
00000000-0000-0000-0000-000000000437,112-1,ICC23363,比較政治與中國大陸研究專,2,4.3
00000000-0000-0000-0000-000000000437,112-1,SQA23020,神經細胞生理專題討論,2,4
00000000-0000-0000-0000-000000000437,112-1,PED98505,實地工作一,3,4
00000000-0000-0000-0000-000000000437,112-1,GOQ17001,進階藥廠實習(四),4,2.3
00000000-0000-0000-0000-000000000437,112-2,BZV81830,最佳設計,2,4.3
00000000-0000-0000-0000-000000000437,112-2,OBA88538,碩士班化學教學法與實習二,2,2.3
00000000-0000-0000-0000-000000000437,112-2,LPQ93293,古典力學,3,1.7
00000000-0000-0000-0000-000000000437,112-2,QAD19558,商法專題研究二,3,2.7
00000000-0000-0000-0000-000000000437,113-1,QYR34922,戰後臺灣政治與社會專題,2,2.7
00000000-0000-0000-0000-000000000437,113-1,EAA77718,物理治療理論與研究評論,2,0
00000000-0000-0000-0000-000000000437,113-1,XHL87500,消費社會學專題,3,4
00000000-0000-0000-0000-000000000437,113-1,SUA65234,通訊積體電路設計,2,2
00000000-0000-0000-0000-000000000437,113-1,PAE65521,醫用輻射物理,4,2
00000000-0000-0000-0000-000000000437,113-2,ALU92161,比較刑法專題研究二,3,4
00000000-0000-0000-0000-000000000437,113-2,VHS96492,系統生物學專題討論,2,4
00000000-0000-0000-0000-000000000437,113-2,ICT26208,資料結構與演算法,3,1.7
00000000-0000-0000-0000-000000000437,113-2,DUE34079,機器學習應用概論,2,3.3
00000000-0000-0000-0000-000000000491,109-1,TPS47617,外語教學概論,4,0
00000000-0000-0000-0000-000000000491,109-1,UQU14818,甲骨文與殷商史專題,2,3
00000000-0000-0000-0000-000000000491,109-1,VEI99241,高分子實驗 II,3,0
00000000-0000-0000-0000-000000000491,109-1,JBF59566,醫用超音波學,3,4.3
00000000-0000-0000-0000-000000000491,109-2,GFT57163,農業水資源規劃,3,1.7
00000000-0000-0000-0000-000000000491,109-2,CCZ70513,都市文化導論,4,2.3
00000000-0000-0000-0000-000000000491,109-2,QFQ27941,社會思想史,4,2.7
00000000-0000-0000-0000-000000000491,110-1,YLB29067,細胞生物學研究法,3,4.3
00000000-0000-0000-0000-000000000491,110-1,DMD79098,日本近代歷史人物,4,2
00000000-0000-0000-0000-000000000491,110-1,KXW05230,複分析,4,4
00000000-0000-0000-0000-000000000491,110-2,SUH73680,英文二,4,3.3
00000000-0000-0000-0000-000000000491,110-2,QCY51097,重量訓練,3,2.3
00000000-0000-0000-0000-000000000491,110-2,CTG47226,都市設計,4,3
00000000-0000-0000-0000-000000000491,111-1,HVX72682,局部補綴學二,2,1.7
00000000-0000-0000-0000-000000000491,111-1,BQS14076,小兒物治臨床專題研究一,2,1.7
00000000-0000-0000-0000-000000000491,111-1,JDJ76304,應用農藥學,2,4
00000000-0000-0000-0000-000000000491,111-1,REU32600,電腦輔助景觀設計,2,4.3
00000000-0000-0000-0000-000000000491,111-1,GZU99181,農用生物製劑,3,3
00000000-0000-0000-0000-000000000491,111-2,LDQ76156,飼料學,4,0
00000000-0000-0000-0000-000000000491,111-2,LYG89831,醫學影像概論(II),3,2
00000000-0000-0000-0000-000000000491,111-2,FRF26812,嵌入式作業系統實作,2,4.3
00000000-0000-0000-0000-000000000491,111-2,AWQ30299,計量專題研究,3,2.3
00000000-0000-0000-0000-000000000491,112-1,TNU18781,自主探索實驗物理一,2,2
00000000-0000-0000-0000-000000000491,112-1,IXU08678,蔬菜學實習,2,2.7
00000000-0000-0000-0000-000000000491,112-1,OVB19432,高等演算法,2,0
00000000-0000-0000-0000-000000000491,112-1,COO35527,當代社會學理論,2,4
00000000-0000-0000-0000-000000000491,112-1,LWO00753,國家發展理論專題,4,4.3
00000000-0000-0000-0000-000000000491,112-2,ZCS68997,農業法規,3,1.7
00000000-0000-0000-0000-000000000491,112-2,QKL91146,社區組織與社區發展,4,3.3
00000000-0000-0000-0000-000000000491,112-2,JIV77459,語言動作控制,3,2.3
00000000-0000-0000-0000-000000000491,113-1,DRX74195,精神科臨床心理學實習,2,2
00000000-0000-0000-0000-000000000491,113-1,XHL87500,消費社會學專題,3,0
00000000-0000-0000-0000-000000000491,113-1,XSC09557,服務業行銷,2,2.3
00000000-0000-0000-0000-000000000491,113-1,SGM09924,荷蘭文三上,4,0
00000000-0000-0000-0000-000000000491,113-2,UDI70730,國際企業專題研究二,2,3.3
00000000-0000-0000-0000-000000000491,113-2,IPX77564,溫室氣體與動物農業,2,3.7
00000000-0000-0000-0000-000000000491,113-2,TFJ35043,藥學教學法與實務二,4,3.7
00000000-0000-0000-0000-000000000491,113-2,YLK17878,土壤化學儀器分析,3,1.7
00000000-0000-0000-0000-000000000498,113-1,WIG12881,高等積體電路設計,3,2
00000000-0000-0000-0000-000000000498,113-1,XSC09557,服務業行銷,2,1.7
00000000-0000-0000-0000-000000000498,113-1,EBU50174,護理學導論,3,0
00000000-0000-0000-0000-000000000498,113-1,MYP23388,交換電路與邏輯設計,4,3
00000000-0000-0000-0000-000000000498,113-2,XLC23437,高級生化學一,3,2.7
00000000-0000-0000-0000-000000000498,113-2,CWT07184,虛擬/擴增實境在新聞與數,4,1.7
00000000-0000-0000-0000-000000000498,113-2,RNO60031,動物生理學,3,2
00000000-0000-0000-0000-000000000554,110-1,VYF79498,自動分類與索引,3,1.7
00000000-0000-0000-0000-000000000554,110-1,RGS44914,自由選擇環境學習,3,1.7
00000000-0000-0000-0000-000000000554,110-1,UKC55846,射箭校隊,4,3
00000000-0000-0000-0000-000000000554,110-2,HED75483,排球中級,4,0
00000000-0000-0000-0000-000000000554,110-2,ECB62021,俄語聽講訓練,4,4.3
00000000-0000-0000-0000-000000000554,110-2,FUT61995,遊戲設計,2,3.3
00000000-0000-0000-0000-000000000554,111-1,VGB09225,實驗病理學,3,1.7
00000000-0000-0000-0000-000000000554,111-1,CIM63999,計量經濟專題,4,2.7
00000000-0000-0000-0000-000000000554,111-1,OJO97593,普通生物學實驗乙上,3,4.3
00000000-0000-0000-0000-000000000554,111-2,WXL05482,社會組織,4,1.7
00000000-0000-0000-0000-000000000554,111-2,NFN33902,發展策略研究,4,2.3
00000000-0000-0000-0000-000000000554,111-2,ELW37475,再生醫學,3,3.3
00000000-0000-0000-0000-000000000554,112-1,OTC43684,生醫機械工程實驗方法,3,2.3
00000000-0000-0000-0000-000000000554,112-1,COO35527,當代社會學理論,2,0
00000000-0000-0000-0000-000000000554,112-1,ISY37851,勞工法專題研究三,4,3.3
00000000-0000-0000-0000-000000000554,112-1,ZTJ04697,民事審判實務,2,2.7
00000000-0000-0000-0000-000000000554,112-2,WBX06963,高等財政學,2,1.7
00000000-0000-0000-0000-000000000554,112-2,ZPP66902,土壤與地下水污染整治概論,3,3.3
00000000-0000-0000-0000-000000000554,112-2,EPD58543,高等編譯器設計,3,2.7
00000000-0000-0000-0000-000000000554,112-2,EXI42567,肌肉生物學及肌電圖學,3,4
00000000-0000-0000-0000-000000000554,113-1,XKU62391,環境風險分析與實習,4,4
00000000-0000-0000-0000-000000000554,113-1,AYV63185,動物生理學,2,3.3
00000000-0000-0000-0000-000000000554,113-1,WIG12881,高等積體電路設計,3,3.3
00000000-0000-0000-0000-000000000554,113-1,SDE06548,當代西班牙文化二,3,2.7
00000000-0000-0000-0000-000000000554,113-2,MYP92123,健康政策當代議題,2,2.3
00000000-0000-0000-0000-000000000554,113-2,CWT07184,虛擬/擴增實境在新聞與數,4,0
00000000-0000-0000-0000-000000000554,113-2,BWG68107,東亞藝術史概論,4,3.3
00000000-0000-0000-0000-000000000134,113-1,QUJ00599,動物組織學,4,0
00000000-0000-0000-0000-000000000134,113-1,PAE65521,醫用輻射物理,4,4.3
00000000-0000-0000-0000-000000000134,113-1,DRX74195,精神科臨床心理學實習,2,4
00000000-0000-0000-0000-000000000134,113-2,KNW28369,水產天然物研究,4,1.7
00000000-0000-0000-0000-000000000134,113-2,JHV19443,動物營養學,3,2.3
00000000-0000-0000-0000-000000000134,113-2,ANM91311,語言測驗概論,2,3.3
00000000-0000-0000-0000-000000000134,113-2,NDS88907,數位文創:視覺設計與繪圖,4,3.3
00000000-0000-0000-0000-000000000470,107-1,NMR54477,新藥探索一,4,3.3
00000000-0000-0000-0000-000000000470,107-1,VPJ93159,教學實習四,4,4
00000000-0000-0000-0000-000000000470,107-1,ODW45054,普通植物學實驗,4,3.3
00000000-0000-0000-0000-000000000470,107-2,MKN27215,機動學,3,3
00000000-0000-0000-0000-000000000470,107-2,NGM07850,牙科材料學專題討論二,2,2.3
00000000-0000-0000-0000-000000000470,107-2,GZA53004,土壤化學特論,3,1.7
00000000-0000-0000-0000-000000000470,107-2,TJT40306,固態元件,2,2.3
